ID,Material,Formula,Category,Phase,Equation,A,B,C,D,E,Tmin,Tmax,Unit,Source
73,Potassium carbonate,K2CO3,Inorganic,Solid,Shomate,97.08093,94.22326,-2.053291,0.709644,-0.94786,298,1174,J/mol·K,NIST Chemistry WebBook
73,Potassium carbonate,K2CO3,Inorganic,Liquid,Shomate,209.2,-1.63E-07,8.01E-08,-1.34E-08,-2.11E-08,1174,2500,J/mol·K,NIST Chemistry WebBook
74,Magnetite,Fe3O4,Ceramic,Solid,Shomate,104.2096,178.5108,10.6151,1.132534,-0.994202,298,900,J/mol·K,NIST Chemistry WebBook
74,Magnetite,Fe3O4,Ceramic,Solid,Shomate,200.832,1.59E-07,-6.66E-08,9.45E-09,3.19E-08,900,3000,J/mol·K,NIST Chemistry WebBook
75,Copper(I) oxide,Cu2O,Ceramic,Solid,Shomate,59.42033,37.84767,-26.45083,11.07609,-0.54218,298,1100,J/mol·K,NIST Chemistry WebBook
75,Copper(I) oxide,Cu2O,Ceramic,Solid,Shomate,28.82153,39.81603,1.459388,-0.25611,11.30291,1100,1516.7,J/mol·K,NIST Chemistry WebBook
75,Copper(I) oxide,Cu2O,Ceramic,Liquid,Shomate,95.3998,4.89249,-1.982781,0.284974,1.522601,1516.7,2000,J/mol·K,NIST Chemistry WebBook
76,Chromium nitride,CrN,Ceramic,Solid,Shomate,-2256.16,10531.1,-17686.5,10370.3,41.4294,298,600,J/mol·K,NIST Chemistry WebBook
76,Chromium nitride,CrN,Ceramic,Solid,Shomate,46.5734,6.28348,0.221255,-0.037297,0.005532,600,2500,J/mol·K,NIST Chemistry WebBook
77,Titanium oxide (Ti3O5),Ti3O5,Ceramic,Solid,Shomate,233.4149,-59.35757,68.20422,-20.59934,-5.90149,298,1500,J/mol·K,NIST Chemistry WebBook
77,Titanium oxide (Ti3O5),Ti3O5,Ceramic,Solid,Shomate,158.9933,50.20633,0.001071,-0.000225,-0.000037,298,2050,J/mol·K,NIST Chemistry WebBook
78,Zirconium orthosilicate,ZrSiO4,Ceramic,Solid,Shomate,85.1716,136.9892,-94.57221,21.71923,-1.742368,298,1700,J/mol·K,NIST Chemistry WebBook
78,Zirconium orthosilicate,ZrSiO4,Ceramic,Solid,Shomate,150.624,9.00E-06,-3.00E-06,3.45E-07,5.00E-06,1700,3000,J/mol·K,NIST Chemistry WebBook
79,Chromium(III) oxide,Cr2O3,Ceramic,Solid,Shomate,-147396,711495,-1111270,407561,2077.16,298,305,J/mol·K,NIST Chemistry WebBook
79,Chromium(III) oxide,Cr2O3,Ceramic,Solid,Shomate,124.655,-0.337045,5.70501,-1.05347,-2.030501,305,2603,J/mol·K,NIST Chemistry WebBook
79,Chromium(III) oxide,Cr2O3,Ceramic,Liquid,Shomate,156.9,0.000169,-0.000035,0.000003,0.000369,2603,4500,J/mol·K,NIST Chemistry WebBook
80,Beryllium fluoride,BeF2,Ceramic,Solid,Shomate,114.2533,-256.7867,389.9634,0,-1.825756,298,500,J/mol·K,NIST Chemistry WebBook
80,Beryllium fluoride,BeF2,Ceramic,Solid,Shomate,47.38715,33.40878,0.060563,-0.020002,-0.001405,500,825,J/mol·K,NIST Chemistry WebBook
80,Beryllium fluoride,BeF2,Ceramic,Liquid,Shomate,50.61468,42.61739,-8.151102,1.73134,-1.135873,825,2000,J/mol·K,NIST Chemistry WebBook
81,Lead dioxide,PbO2,Ceramic,Solid,Shomate,57.91116,48.88502,-34.77573,7.975415,-0.751526,298,1200,J/mol·K,NIST Chemistry WebBook
82,Aluminium silicate,Al2O5Si,Ceramic,Solid,Shomate,164.8776,36.97957,-4.284081,0.693925,-4.777793,298,3000,J/mol·K,NIST Chemistry WebBook
83,Disodium metasilicate,Na2SiO3,Ceramic,Solid,Shomate,114.1822,76.97221,-23.52128,3.741341,-2.076642,298,1362,J/mol·K,NIST Chemistry WebBook
84,Hematite,FeS,Ceramic,Solid,Shomate,62.5112,31.5756,-0.672,-0.0701,-0.1331,298,411,J/mol·K,NIST Chemistry WebBook
84,Iron sulfide,FeS,Ceramic,Solid,Shomate,72.3593,-0.0607,0.1205,-0.0792,-0.000017,411,598,J/mol·K,NIST Chemistry WebBook
85,Calcium sulfide,CaS,Inorganic,Solid,Shomate,48.6026,7.280161,-1.933724,0.329739,-0.289224,298,3000,J/mol·K,NIST Chemistry WebBook
86,Barium sulfide,BaS,Inorganic,Solid,Shomate,49.3571,9.299091,-0.991007,0.175505,-0.245622,298,3000,J/mol·K,NIST Chemistry WebBook
87,Strontium sulfide,SrS,Inorganic,Solid,Shomate,48.78126,9.579728,-2.396596,0.404882,-0.253551,298,3000,J/mol·K,NIST Chemistry WebBook
88,Tantalum carbide,TaC,Refractory ceramic,Solid,Shomate,44.29224,7.673707,-0.091309,0.010861,-0.875548,298,4273,J/mol·K,NIST Chemistry WebBook
89,Cesium,Cs,Metal,Solid,Shomate,57.04424,-50.0034,48.5595,-16.72822,-1.223804,298,301.55,J/mol·K,NIST Chemistry WebBook
89,Cesium,Cs,Metal,Liquid,Shomate,30.04635,0.506293,0.347554,-0.099462,0.197109,301.55,947.967,J/mol·K,NIST Chemistry WebBook
90,Strontium,Sr,Metal,Solid (α),Shomate,23.88223,9.297351,0.919924,0.035243,0.004934,298,1050,J/mol·K,NIST Chemistry WebBook
90,Strontium,Sr,Metal,Solid (β),Shomate,26.36179,4.177331,0.005861,-0.001724,-0.000095,298,1050,J/mol·K,NIST Chemistry WebBook
91,Sulfur,S,Non-metal,Solid,Shomate,21.21978,3.865858,22.27461,-10.31908,-0.122518,298,388.36,J/mol·K,NIST Chemistry WebBook
91,Sulfur,S,Non-metal,Solid,Shomate,24.23749,-4.98306,33.009,-15.29616,-0.182237,298,388.36,J/mol·K,NIST Chemistry WebBook
92,Lead sulfide,PbS,Semiconductor,Solid,Shomate,47.38087,7.55053,2.008094,-0.70046,-0.031834,298,1386.5,J/mol·K,NIST Chemistry WebBook
93,Triberyllium nitride,Be₃N₂,Ceramic,Solid (α),Shomate,24.1327,252.754,-223.945,72.2275,-1.53134,298,1000,J/mol·K,NIST Chemistry WebBook
93,Triberyllium nitride,Be₃N₂,Ceramic,Solid (α),Shomate,144.759,-4.03265,-2.594851,0.877102,-15.4441,1000,2473,J/mol·K,NIST Chemistry WebBook
94,Lithium silicate,Li₂O₅Si₂,Ceramic,Solid,Shomate,208.244,-1.366251,60.9669,-25.827,-6.62868,298,1209.12,J/mol·K,NIST Chemistry WebBook
94,Lithium silicate,Li₂O₅Si₂,Ceramic,Solid,Shomate,530.623,-175.148,-47.685,43.8562,-119.146,1209.12,1307,J/mol·K,NIST Chemistry WebBook
95,Chromium carbide,Cr₂₃C₆,Refractory ceramic,Solid,Shomate,445.662,1161.66,-1276.96,547.996,-5.78708,298,1000,J/mol·K,NIST Chemistry WebBook
95,Chromium carbide,Cr₂₃C₆,Refractory ceramic,Solid,Shomate,637.526,193.587,33.0682,-4.63217,12.7958,1000,2000,J/mol·K,NIST Chemistry WebBook
96,Tricobalt tetraoxide,Co₃O₄,Ceramic,Solid,Shomate,177.0953,-100.4361,185.7792,-49.04861,-3.483951,298,1500,J/mol·K,NIST Chemistry WebBook
97,Niobium pentoxide,Nb₂O₅,Ceramic,Solid,Shomate,116.057,117.181,-71.7632,15.3084,-1.160891,298,1785,J/mol·K,NIST Chemistry WebBook
97,Niobium pentoxide,Nb₂O₅,Ceramic,Liquid,Shomate,242.254,0,0,0,0,1785,5000,J/mol·K,NIST Chemistry WebBook
98,Tantalum pentoxide,Ta₂O₅,Ceramic,Solid,Shomate,131.9759,80.02737,-33.89676,5.280459,-1.625722,298,2058,J/mol·K,NIST Chemistry WebBook
98,Tantalum pentoxide,Ta₂O₅,Ceramic,Liquid,Shomate,242.6724,-4.77E-08,1.23E-08,-1.06E-09,-4.05E-08,2058,5000,J/mol·K,NIST Chemistry WebBook
99,Niobium dioxide,NbO₂,Ceramic,Solid,Shomate,66.4998,-11.2606,49.6152,-16.4663,-0.858315,298,1090,J/mol·K,NIST Chemistry WebBook
99,Niobium dioxide,NbO₂,Ceramic,Solid,Shomate,42.5443,72.4086,-37.3188,6.35499,8.939621,1090,1200,J/mol·K,NIST Chemistry WebBook
99,Niobium dioxide,NbO₂,Ceramic,Solid,Shomate,83.0524,0.000005,-0.000009,0.000003,-0.000006,1200,2175,J/mol·K,NIST Chemistry WebBook
99,Niobium dioxide,NbO₂,Ceramic,Liquid,Shomate,94.1426,-0.001923,0.000534,-0.000053,-0.00186,2175,3000,J/mol·K,NIST Chemistry WebBook
100,Barium,Ba,Metal,Solid,Shomate,83.8018,-406.186,915.066,-519.805,-0.191854,298,583,J/mol·K,NIST Chemistry WebBook
100,Barium,Ba,Metal,Solid,Shomate,76.7154,-187.587,295.711,-113.932,-4.34448,583,768,J/mol·K,NIST Chemistry WebBook
100,Barium,Ba,Metal,Solid,Shomate,26.1552,28.6014,-23.6836,6.95217,1.041351,768,1000,J/mol·K,NIST Chemistry WebBook
100,Barium,Ba,Metal,Liquid,Shomate,55.0142,-18.6835,2.75744,1.284171,3.02234,1000,2118.599,J/mol·K,NIST Chemistry WebBook
101,Copper(II) fluoride,CuF₂,Ceramic,Solid,Shomate,57.97727,59.88224,-32.64729,5.957639,-0.678662,298,1109,J/mol·K,NIST Chemistry WebBook
101,Copper(II) fluoride,CuF₂,Ceramic,Liquid,Shomate,100.416,2.25E-08,-1.13E-08,1.93E-09,2.56E-09,1109,2500,J/mol·K,NIST Chemistry WebBook
102,Potassium superoxide,KO₂,Inorganic,Solid,Shomate,78.12658,36.87087,-25.00149,5.763251,-0.850147,298,1500,J/mol·K,NIST Chemistry WebBook
103,Sodium peroxide,Na₂O₂,Inorganic,Solid,Shomate,63.90391,131.7793,-123.3272,50.70255,-0.94786,298,785,J/mol·K,NIST Chemistry WebBook
104,Vanadium carbide,VC,Refractory ceramic,Solid,Cp=A+BT+C/T²,9.18,3.30E-03,-1.95E+05,—,—,298.16,1611,J/mol·K,Shomate & Kelley / JACS
105,Vanadium nitride,VN,Refractory ceramic,Solid,Cp=A+BT+C/T²,10.94,2.10E-03,-2.21E+05,—,—,298.16,1611,J/mol·K,Shomate & Kelley / JACS
106,Mercury(II) chloride,HgCl₂,Inorganic,Solid,Shomate,68.10715,25.82377,-4.640057,0.361514,-0.132167,298,550,J/mol·K,NIST Chemistry WebBook
106,Mercury(II) chloride,HgCl₂,Inorganic,Liquid,Shomate,102.09,0,0,0,0,550,1500,J/mol·K,NIST Chemistry WebBook
107,Mercury(II) bromide,HgBr₂,Inorganic,Solid,Shomate,66.69254,28.97529,0.301358,-0.094184,-0.003732,298,514,J/mol·K,NIST Chemistry WebBook
107,Mercury(II) bromide,HgBr₂,Inorganic,Liquid,Shomate,102.09,3.37E-09,-3.27E-09,1.03E-09,3.93E-11,514,1500,J/mol·K,NIST Chemistry WebBook
108,Mercury(II) iodide,HgI₂,Inorganic,Solid,Shomate,64.3608,43.55711,0,0,0.035489,298,402,J/mol·K,NIST Chemistry WebBook
108,Mercury(II) iodide,HgI₂,Inorganic,Solid,Shomate,84.1189,0,0,0,0,402,530,J/mol·K,NIST Chemistry WebBook
108,Mercury(II) iodide,HgI₂,Inorganic,Liquid,Shomate,102.09,2.79E-12,0,0,5.35E-13,530,1500,J/mol·K,NIST Chemistry WebBook
109,Phosphorus,P,Non-metal,Solid ,Shomate,24.32214,-1.809807,7.486431,3.14795,-0.296815,298,317.3,J/mol·K,NIST Chemistry WebBook
109,Phosphorus,P,Non-metal,Solid,Shomate,16.45576,43.28892,-58.73876,25.60646,-0.086728,298,317.3,J/mol·K,NIST Chemistry WebBook
109,Phosphorus,P,Non-metal,Solid,Shomate,28.38677,-19.1436,36.82476,-13.89983,-0.35881,298,317.3,J/mol·K,NIST Chemistry WebBook
110,Rubidium,Rb,Metal,Solid,Shomate,9.44626,65.31182,45.5123,-26.78961,-0.10773,298,312.65,J/mol·K,NIST Chemistry WebBook
110,Rubidium,Rb,Metal,Liquid,Shomate,35.49727,-12.87341,8.550047,-0.002827,-0.000119,312.65,970.385,J/mol·K,NIST Chemistry WebBook
111,Barium titanate,BaTiO3,Ceramic,Solid,Cp=A+B*T+C/T²,121.46,8.54E-03,-1.92E+06,0,0,298,1800,J/mol·K,"Gaskell, Thermodynamics of Materials"
112,Calcium titanate,CaTiO3,Ceramic,Solid,Cp=A+B*T+C/T²,127.49,5.69E-03,-2.80E+06,0,0,298,1530,J/mol·K,"Gaskell, Thermodynamics of Materials"
113,Cordierite,2MgO·2Al2O3·5SiO2,Ceramic/Refractory,Solid,Cp=A+B*T+C/T²,626.34,9.12E-02,-2.01E+07,0,0,298,1738,J/mol·K,"Gaskell, Thermodynamics of Materials"
114,Carbon,C,Carbon material,Graphite,Cp=A+B*T+C/T²,0.11,3.89E-02,-1.48E+05,0,0,298,1100,J/mol·K,"Gaskell, Thermodynamics of Materials"
114,Carbon,C,Carbon material,Graphite,Cp=A+B*T+C/T²,24.43,4.40E-04,-3.16E+06,0,0,1100,4000,J/mol·K,"Gaskell, Thermodynamics of Materials"
114,Carbon,C,Carbon material,Diamond,Cp=A+B*T+C/T²,9.12,1.32E-02,-6.19E+05,0,0,298,1200,J/mol·K,"Gaskell, Thermodynamics of Materials"
115,Calcium,Ca,Metal,α-Solid,Cp=A+B*T+C/T²,25.37,-7.26E-03,0,0,0,298,716,J/mol·K,"Gaskell, Thermodynamics of Materials"
115,Calcium,Ca,Metal,β-Solid,Cp=A+B*T+C/T²,-0.36,4.13E-02,0,0,0,716,1115,J/mol·K,"Gaskell, Thermodynamics of Materials"
116,Barium,Ba,Metal,α-Solid,Cp=A+B*T+C/T²,-473.2,1.587,1.28E+07,0,0,298,648,J/mol·K,"Gaskell, Thermodynamics of Materials"
116,Barium,Ba,Metal,β-Solid,Cp=A+B*T+C/T²,-5.69,8.03E-02,0,0,0,648,1003,J/mol·K,"Gaskell, Thermodynamics of Materials"
117,Iron,Fe,Metal,α/δ-Solid,Cp=A+B*T+C/T²,37.12,6.17E-03,0,0,0,298,1183,J/mol·K,"Gaskell, Thermodynamics of Materials"
117,Iron,Fe,Metal,γ-Solid,Cp=A+B*T+C/T²,24.47,8.45E-03,0,0,0,1187,1664,J/mol·K,"Gaskell, Thermodynamics of Materials"
117,Iron,Fe,Metal,Liquid,Cp=A+B*T+C/T²,41.8,0,0,0,0,1809,1873,J/mol·K,"Gaskell, Thermodynamics of Materials"
118,Manganese,Mn,Metal,α-Solid,Cp=A+B*T+C/T²,21.6,1.59E-02,0,0,0,298,993,J/mol·K,"Gaskell, Thermodynamics of Materials"
118,Manganese,Mn,Metal,β-Solid,Cp=A+B*T+C/T²,34.9,2.80E-03,0,0,0,993,1373,J/mol·K,"Gaskell, Thermodynamics of Materials"
118,Manganese,Mn,Metal,γ-Solid,Cp=A+B*T+C/T²,44.8,0,0,0,0,1373,1409,J/mol·K,"Gaskell, Thermodynamics of Materials"
118,Manganese,Mn,Metal,δ-Solid,Cp=A+B*T+C/T²,47.3,0,0,0,0,1409,1517,J/mol·K,"Gaskell, Thermodynamics of Materials"
118,Manganese,Mn,Metal,Liquid,Cp=A+B*T+C/T²,46,0,0,0,0,1517,2000,J/mol·K,"Gaskell, Thermodynamics of Materials"
119,Zirconium,Zr,Metal,α-Solid,Cp=A+B*T+C/T²,21.97,1.16E-02,0,0,0,298,1136,J/mol·K,"Gaskell, Thermodynamics of Materials"
119,Zirconium,Zr,Metal,β-Solid,Cp=A+B*T+C/T²,23.22,4.64E-03,0,0,0,1136,2128,J/mol·K,"Gaskell, Thermodynamics of Materials"
120,Dolomite,CaMg(CO3)2,Ceramic/Mineral,Solid,Cp=A+B*T+C/T²,167.778,0,0,0,0,299,372,J/mol·K,Perry's Chemical Engineers' Handbook
121,Calcium molybdate,CaMoO4,Ceramic,Solid,Cp=A+B*T+C/T²,138.072,0,0,0,0,273,297,J/mol·K,Perry's Chemical Engineers' Handbook
122,Anorthite,CaAl2Si2O8,Ceramic/Mineral,Solid,Cp=A+B*T+C/T²,264.136,0.06276,-6.43E+06,0,0,273,1673,J/mol·K,Perry's Chemical Engineers' Handbook
123,Diopside,CaMgSi2O6,Ceramic/Mineral,Solid,Cp=A+B*T+C/T²,227.861,0.0240413,-6.28E+06,0,0,273,1573,J/mol·K,Perry's Chemical Engineers' Handbook
124,Wollastonite,CaSiO3,Ceramic/Mineral,Solid,Cp=A+B*T+C/T²,116.943,0.0086023,-3.12E+06,0,0,273,1573,J/mol·K,Perry's Chemical Engineers' Handbook
125,Calcium metaphosphate,CaP2O6,Ceramic/Phosphate,Solid,Cp=A+B*T+C/T²,165.268,0,0,0,0,287,371,J/mol·K,Perry's Chemical Engineers' Handbook
126,Calcium sulfate,CaSO4,Ceramic/Sulfate,Solid,Cp=A+B*T+C/T²,77.4877,0.0919225,-6.56E+05,0,0,273,1373,J/mol·K,Perry's Chemical Engineers' Handbook
127,Calcium hydroxide,Ca(OH)2,Ceramic/Hydroxide,Solid,Cp=A+B*T+C/T²,89.5376,0,0,0,0,276,373,J/mol·K,Perry's Chemical Engineers' Handbook
128,Cesium bromide,CsBr,Halide,Solid,Cp=A+B*T+C/T²,52.7184,0.0108366,0,0,0,273,909,J/mol·K,Perry's Chemical Engineers' Handbook
129,Cesium chloride,CsCl,Halide,Solid,Cp=A+B*T+C/T²,48.9528,0.0129286,0,0,0,273,752,J/mol·K,Perry's Chemical Engineers' Handbook
130,Lanthanum phosphate,LaPO4,Ceramic/Phosphate,Solid,Cp=A+B*T+C/T²,121.128,3.01E-02,-2.56E+06,0,0,300,1570,J/mol·K,Popa & Konings (2006)
131,Praseodymium phosphate,PrPO4,Ceramic/Phosphate,Solid,Cp=A+B*T+C/T²,124.5,3.04E-02,-2.45E+06,0,0,300,1570,J/mol·K,Popa & Konings (2006)
132,Neodymium phosphate,NdPO4,Ceramic/Phosphate,Solid,Cp=A+B*T+C/T²,132.963,2.25E-02,-3.10E+06,0,0,300,1570,J/mol·K,Popa et al. (2006)
133,Samarium phosphate,SmPO4,Ceramic/Phosphate,Solid,Cp=A+B*T+C/T²,133.125,2.35E-02,-3.07E+06,0,0,300,1570,J/mol·K,Popa & Konings (2006)
134,Europium phosphate,EuPO4,Ceramic/Phosphate,Solid,Cp=A+B*T+C/T²,137.56,1.77E-02,-2.79E+06,0,0,300,1570,J/mol·K,Popa & Konings (2006)
135,Gadolinium phosphate,GdPO4,Ceramic/Phosphate,Solid,Cp=A+B*T+C/T²,133.237,1.28E-02,-3.10E+06,0,0,300,1570,J/mol·K,Popa & Konings (2006)
136,Calcium bismuth oxide,CaBi2O4,Ceramic/Oxide,Solid,Cp=A+B*T+C/T²,157.161,3.88E-02,-1.55E+06,0,0,298,1000,J/mol·K,Calorimetric oxide data
137,Calcium tetrabismuth oxide,Ca4Bi6O13,Ceramic/Oxide,Solid,Cp=A+B*T+C/T²,550.808,1.15E-01,-7.20E+06,0,0,298,1200,J/mol·K,Calorimetric oxide data
138,Calcium dibismuth pentoxide,Ca2Bi2O5,Ceramic/Oxide,Solid,Cp=A+B*T+C/T²,226.096,3.34E-02,-3.43E+06,0,0,298,1100,J/mol·K,Calorimetric oxide data
139,Strontium bismuth oxide,SrBi2O4,Ceramic/Oxide,Solid,Cp=A+B*T+C/T²,161.97,4.59E-02,-1.78E+06,0,0,298,1100,J/mol·K,Calorimetric oxide data
140,Lanthanum oxide,La2O3,Ceramic/Oxide,Solid,Cp=A+B*T+C/T²,119.733,1.42E-02,-1.35E+06,0,0,298,2553,J/mol·K,Thermodynamic assessment
141,Lanthanum aluminate,LaAlO3,Ceramic/Oxide,Solid,Cp=A+B*T+C/T²,111.01,1.35E-02,-2.11E+06,0,0,800,1500,J/mol·K,Thermodynamic assessment
142,Lanthanum aluminum oxide,LaAl11O18,Ceramic,Solid,Cp=A+BT+C/T²+DT²,697.843,1.03E-01,-2.58E+07,-1.97E-05,0,298,2201,J/mol·K,Thermodynamic assessment
143,Lanthanum aluminum oxide,La33Al7O60,Ceramic,Solid,Cp=A+BT+C/T²+DT²,2381.521,2.96E-01,-3.83E+07,-1.25E-05,0,298,2161,J/mol·K,Thermodynamic assessment
144,Lanthanum silicate,La2Si2O7,Ceramic/Silicate,Solid,Cp=A+BT+C/T²+DT²,220.76,7.21E-02,-4.18E+06,-2.90E-08,0,298,1000,J/mol·K,Thermodynamic assessment
145,Lanthanum silicate,La2SiO5,Ceramic/Silicate,Solid,Cp=A+B*T+C/T²,182.9117,2.73E-02,-3.36E+06,0,0,298,3000,J/mol·K,Thermodynamic assessment
146,Lanthanum silicate,La4.67Si3O13,Ceramic/Silicate,Solid,Cp=A+B*T+C/T²,463.165,7.32E-02,-8.68E+06,0,0,298,3000,J/mol·K,Thermodynamic assessment
147,Magnesium metavanadate,MgV2O6,Ceramic/Vanadate,Solid,Cp=A+B*T+C/T²,208.3,3.58E-02,-4.81E+06,0,0,298,923,J/mol·K,Experimental calorimetry
148,Vanadium pentoxide,V2O5,Ceramic/Oxide,Solid,Cp=A+B*T+C/T²,194.72,-3.90E-03,-1.32E+06,0,0,298,943,J/mol·K,Thermodynamic assessment
149,Lanthanum ytterbium oxide,LaYbO3,Ceramic/Perovskite,Solid,Cp=A+B*T+C/T²,120.33,1.68E-02,-1.17E+06,0,0,298,1100,J/mol·K,Experimental DSC
150,Tantalum carbide,TaC,Carbide,Solid,Shomate,44.29224,7.673707,-0.091309,0.010861,-0.875548,298,4273,J/mol·K,NIST-JANAF
151,Zirconium diboride,ZrB2,Boride,Solid,Shomate,66.96241,5.66501,1.433879,-0.151665,-1.835999,298,3323,J/mol·K,NIST-JANAF
152,Dipotassium oxide,K2O,Oxide,Solid,Shomate,245.0104,-567.0492,778.7219,-346.2641,-4.653361,298,700,J/mol·K,NIST-JANAF
153,Cesium hydroxide,CsOH,Hydroxide,Solid,Shomate,-177.016,1323.21,-2599.41,1882.89,2.80352,298,410,J/mol·K,NIST-JANAF
154,Lithium carbonate,Li2CO3,Carbonate,Solid,Shomate,68.3323,146.639,-162.573,248.026,-0.702297,298,683,J/mol·K,NIST-JANAF
155,Potassium carbonate,K2CO3,Carbonate,Solid,Shomate,97.08093,94.22326,-2.053291,0.709644,-0.94786,298,1174,J/mol·K,NIST-JANAF
156,Sodium carbonate,Na2CO3,Carbonate,Solid,Shomate,175.201,-348.058,743.072,-305.551,-1.634221,298,723,J/mol·K,NIST-JANAF
157,Ammonium chloride,NH4Cl,Salt,Solid,Shomate,2101.47,-11194.4,23342.3,-16996.7,-26.8353,298,458,J/mol·K,NIST-JANAF
158,Ammonium bromide,NH4Br,Salt,Solid,Shomate,15.77418,982.7672,-3031.375,2870.274,-2.374655,298,411,J/mol·K,NIST-JANAF
159,Ammonium iodide,NH4I,Salt,Solid,Shomate,76.35256,9.301953,81.70975,-34.25776,-0.326712,298,2000,J/mol·K,NIST-JANAF
150,Magnesium carbonate,MgCO3,Ceramic/Carbonate,Solid,Shomate,44.937,149.7085,-74.18274,11.9767,-0.629261,298,1000,J/mol·K,NIST-JANAF
151,Carbon dioxide,CO2,Gas,Gas,Shomate,24.99735,55.18696,-33.69137,7.948387,-0.136638,298,1200,J/mol·K,NIST-JANAF
152,Carbon monoxide,CO,Gas,Gas,Shomate,25.56759,6.096134,4.054656,-2.6713,0.131022,298,1300,J/mol·K,NIST-JANAF
153,Water vapor,H2O,Gas,Gas,Shomate,30.092,6.832514,6.793435,-2.53448,0.082139,500,1700,J/mol·K,NIST-JANAF
154,Hydrogen,H2,Gas,Gas,Shomate,33.066178,-11.363417,11.432816,-2.772874,-0.158558,298,1000,J/mol·K,NIST-JANAF
155,Oxygen,O2,Gas,Gas,Shomate,31.32234,-20.23531,57.86644,-36.50624,-0.007372,100,700,J/mol·K,NIST-JANAF
156,Nitrogen,N2,Gas,Gas,Shomate,28.98641,1.853978,-9.647459,16.63537,0.000117,100,500,J/mol·K,NIST-JANAF
157,Ammonia,NH3,Gas,Gas,Shomate,19.99563,49.77119,-15.37599,1.921168,0.189174,298,1400,J/mol·K,NIST-JANAF
158,Sulfur dioxide,SO2,Gas,Gas,Shomate,21.43049,74.35094,-57.75217,16.35534,0.086731,298,1200,J/mol·K,NIST-JANAF
159,Nitric oxide,NO,Gas,Gas,Shomate,23.83491,12.58878,-1.139011,-1.497459,0.214194,298,1200,J/mol·K,NIST-JANAF
160,Hydrogen sulfide,H2S,Gas,Gas,Shomate,26.88412,18.67809,3.434203,-3.378702,0.135882,298,1400,J/mol·K,NIST-JANAF
161,Hydrogen fluoride,HF,Halide,Gas,Shomate,30.11693,-3.246612,2.868116,0.457914,-0.024861,298,1000,J/mol·K,NIST-JANAF
162,Hydrogen bromide,HBr,Halide,Gas,Shomate,31.71409,-13.69992,23.35567,-9.008529,-0.028758,298,1100,J/mol·K,NIST-JANAF
163,Hydrogen iodide,HI,Halide,Gas,Shomate,26.0454,4.689678,4.911765,-2.654397,0.121419,298,1400,J/mol·K,NIST-JANAF
164,Silicon tetrafluoride,SiF4,Fluoride,Gas,Shomate,42.986,159.2803,-151.1374,51.60629,-0.42704,298,1000,J/mol·K,NIST-JANAF
165,Silicon tetrachloride,SiCl4,Chloride,Gas,Shomate,105.5862,2.123083,-0.573518,0.048847,-1.449627,298,6000,J/mol·K,NIST-JANAF
166,Boron trifluoride,BF3,Fluoride,Gas,Shomate,21.28631,130.3006,-109.9919,34.28838,-0.073386,298,1000,J/mol·K,NIST-JANAF
167,Boron trichloride,BCl3,Chloride,Gas,Shomate,35.2897,137.5072,-157.7067,66.77204,-0.146399,298,700,J/mol·K,NIST-JANAF
168,Phosphorus trichloride,PCl3,Chloride,Gas,Shomate,81.94782,1.019637,-0.276076,0.023549,-0.964224,298,6000,J/mol·K,NIST-JANAF
169,Phosphorus pentachloride,PCl5,Chloride,Gas,Shomate,130.8939,1.819585,-0.492415,0.041986,-1.765235,298,6000,J/mol·K,NIST-JANAF
170,Sulfur tetrafluoride,SF4,Fluoride,Gas,Shomate,29.37896,261.1678,-345.0218,168.137,-0.305321,298,600,J/mol·K,NIST-JANAF
171,Hydrogen fluoride,HF,Halide,Gas,Shomate,30.11693,-3.246612,2.868116,0.457914,-0.024861,298,1000,J/mol·K,NIST-JANAF
172,Hydrogen bromide,HBr,Halide,Gas,Shomate,29.59067,4.140311,-6.736288,2.243379,0.092301,298,1100,J/mol·K,NIST-JANAF
173,Hydrogen iodide,HI,Halide,Gas,Shomate,26.0454,4.689678,4.911765,-2.654397,0.121419,298,1400,J/mol·K,NIST-JANAF
174,Silicon tetrafluoride,SiF4,Fluoride,Gas,Shomate,42.986,159.2803,-151.1374,51.60629,-0.42704,298,1000,J/mol·K,NIST-JANAF
175,Silicon tetrachloride,SiCl4,Chloride,Gas,Shomate,105.5862,2.123083,-0.573518,0.048847,-1.449627,298,6000,J/mol·K,NIST-JANAF
176,Boron trifluoride,BF3,Fluoride,Gas,Shomate,21.28631,130.3006,-109.9919,34.28838,-0.073386,298,1000,J/mol·K,NIST-JANAF
177,Boron trichloride,BCl3,Chloride,Gas,Shomate,35.2897,137.5072,-157.7067,66.77204,-0.146399,298,700,J/mol·K,NIST-JANAF
178,Phosphorus trichloride,PCl3,Chloride,Gas,Shomate,81.94782,1.019637,-0.276076,0.023549,-0.964224,298,6000,J/mol·K,NIST-JANAF
179,Phosphorus pentachloride,PCl5,Chloride,Gas,Shomate,130.8939,1.819585,-0.492415,0.041986,-1.765235,298,6000,J/mol·K,NIST-JANAF
180,Sulfur tetrafluoride,SF4,Fluoride,Gas,Shomate,29.37896,261.1678,-345.0218,168.137,-0.305321,298,600,J/mol·K,NIST-JANAF
181,Phosphorus trifluoride,PF3,Fluoride,Gas,Shomate,39.66369,110.8434,-108.4355,37.88286,-0.480131,298,1000,J/mol·K,NIST-JANAF
